uid	pf_name
23895	Pfam-B_96203
23895	zf-C2H2
23897	Acyltransferase
23897	Pfam-B_13461
23898	GRAM
23898	Myotub-related
23898	Pfam-B_744
23898	Pfam-B_8303
23903	Pfam-B_35071
23903	Pfam-B_35072
23903	Pfam-B_6419
23904	2-oxoacid_dh
23904	Biotin_lipoyl
23904	E3_binding
23904	Pfam-B_76139
23910	RCSD
23912	UDPGT
23917	Ank
23928	DUF89
23931	Clat_adaptor_s
23934	EGF
23934	Ldl_recept_a
23934	Ldl_recept_b
23934	Pfam-B_604
23934	Pfam-B_6682
23934	Pfam-B_86428
23935	Pfam-B_21149
23935	Ras
23939	Cu-oxidase
23939	Pfam-B_129
23939	Pfam-B_38723
23939	Pfam-B_38725
23939	Pfam-B_43
23939	Pfam-B_49
23939	Pfam-B_636
23939	Pfam-B_6425
23939	Pfam-B_708
23940	Pfam-B_65419
23940	Pfam-B_85283
23940	RRM_1
23945	Pfam-B_2078
23945	Pfam-B_5358
23945	Topoisom_I
23945	Topoisom_I_N
23947	COG2
23950	RNase_PH
23950	RNase_PH_C
24070	RNase_PH
24070	RNase_PH_C
23949	Pfam-B_760
23952	Bestrophin
23953	Homeobox
23953	Pfam-B_42931
23957	Pfam-B_34635
23957	Pfam-B_4202
23965	PSI
23965	Sema
23966	Pfam-B_26708
23966	Pfam-B_35993
23970	Chromo
23970	GTP_EFTU
23970	Pfam-B_11939
23970	Pfam-B_62251
23970	Pfam-B_67549
23970	Pfam-B_85456
23970	Pre-SET
23970	SET
23972	7tm_2
23972	Methuselah_N
23980	Acid_phosphat_A
23984	Sdh_cyt
23988	Oxysterol_BP
23988	Pfam-B_13856
23988	Pfam-B_15256
23988	PH
23990	Ank
23990	Pfam-B_85275
23991	Pfam-B_71859
23991	WD40
23992	DUF1213
23992	DUF1388
23992	Pfam-B_14
23992	Pfam-B_8448
23993	p450
24007	Ank
24010	Pfam-B_16565
24010	Pfam-B_16566
24010	Pfam-B_6342
24010	Pfam-B_74394
24010	Pfam-B_8774
24010	Sec15
24020	Pfam-B_17909
24020	Pkinase
24026	RCSD
24025	I-set
24025	ig
24025	Pfam-B_49691
24025	Pfam-B_817
24025	Pkinase
24034	Transglut_C
24034	Transglut_core
24034	Transglut_N
24040	Pfam-B_10926
24047	Chitin_bind_4
24048	Band_41
24048	Pfam-B_17650
24048	Pfam-B_17651
24048	Pfam-B_21056
24048	Pfam-B_8580
24048	Pfam-B_94589
24048	PH
24057	ARS2
24057	Pfam-B_41
24057	Pfam-B_7108
24057	Pfam-B_76194
24057	Pfam-B_87746
24058	Pfam-B_42449
24058	WD40
24060	DSPc
24060	Pfam-B_46383
24073	Alk_phosphatase
24073	Pfam-B_1010
24073	Pfam-B_24083
24073	Pfam-B_54796
24073	Pfam-B_54808
24079	Pfam-B_4118
24079	Pfam-B_4575
24079	Pfam-B_8956
24079	Sulfotransfer_1
24089	Ras
24091	Peptidase_M1
24091	Pfam-B_171
24091	Pfam-B_182
24091	Pfam-B_189
24091	Pfam-B_25253
24091	Pfam-B_30911
24096	Hormone_recep
24096	zf-C4
24097	Pfam-B_5178
24097	zf-UBR1
24102	Polyketide_cyc
20559	CENP-B_N
20559	Pfam-B_8875
22984	Acetyltransf_1
22984	Pfam-B_41673
23489	adh_short
23642	AIRC
23642	SAICAR_synt
23705	NIF3
23788	HgmA
23792	KH_1
23792	Pfam-B_2032
23792	Pfam-B_492
23792	Pfam-B_7234
24078	TB2_DP1_HVA22
24104	GTP_cyclohydroI
24104	Pfam-B_350
24169	P19Arf_N
24169	Pfam-B_13769
24174	Pfam-B_102352
24174	Pfam-B_102356
24174	Pfam-B_1222
24174	Pfam-B_13221
24174	Pfam-B_3491
24174	Pfam-B_3968
24174	Pfam-B_6813
24174	Pfam-B_6902
24174	Pfam-B_7151
24174	Pfam-B_7801
24174	Pfam-B_9177
24174	SWIB
24174	zf-RanBP
24196	Pfam-B_102352
24196	Pfam-B_102356
24196	Pfam-B_1222
24196	Pfam-B_13221
24196	Pfam-B_3491
24196	Pfam-B_3968
24196	Pfam-B_6813
24196	Pfam-B_6902
24196	Pfam-B_7151
24196	Pfam-B_7801
24196	Pfam-B_9177
24196	SWIB
24196	zf-RanBP
369	P53
24170	Pfam-B_42454
24170	Pfam-B_87496
24199	Pfam-B_1222
24199	Pfam-B_13221
24199	Pfam-B_23877
24199	Pfam-B_25010
24199	Pfam-B_28035
24199	Pfam-B_3968
24199	Pfam-B_46723
24199	Pfam-B_6813
24199	Pfam-B_6902
24199	Pfam-B_7151
24199	Pfam-B_7801
24199	Pfam-B_9177
24199	SWIB
24199	zf-RanBP
24202	P53
24202	Pfam-B_13416
24202	Pfam-B_1502
24202	Pfam-B_2013
24202	SAM_2
24260	UQ_con
24269	Pfam-B_11878
24269	PH
24269	Pkinase
24269	Pkinase_C
24177	Cyclin_C
24177	Cyclin_N
24177	Pfam-B_3554
24179	Cyclin_N
24179	Pfam-B_11772
24180	Cyclin_N
24180	Pfam-B_11772
24180	Pfam-B_66941
24181	B56
24182	Pfam-B_13734
24182	Pkinase
24183	M-inducer_phosp
24183	Pfam-B_10834
24183	Rhodanese
24187	Pfam-B_3862
24187	Pfam-B_7431
24187	tRNA_anti
24188	Ku
24188	Ku_C
24188	Ku_N
24188	SAP
24234	Cyclin_N
24234	Pfam-B_55987
24234	Pfam-B_80828
24190	Pfam-B_98245
24184	Hist_deacetyl
24186	FAT
24186	FATC
24186	Pfam-B_1412
24186	Pfam-B_19442
24186	Pfam-B_20423
24186	Pfam-B_5950
24186	PI3_PI4_kinase
24191	Pfam-B_13080
24191	Pfam-B_16556
24191	XPA_C
24191	XPA_N
24235	HHH
24235	Pfam-B_24046
24235	Pfam-B_5310
24235	Rad10
24192	HHH
24192	Pfam-B_179
24192	Pfam-B_199
24192	Pfam-B_906
24193	FAT
24193	FATC
24193	Pfam-B_11054
24193	Pfam-B_1412
24193	Pfam-B_18416
24193	Pfam-B_37815
24193	Pfam-B_37817
24193	Pfam-B_37820
24193	Pfam-B_47192
24193	Pfam-B_52359
24193	Pfam-B_79834
24193	Pfam-B_94385
24193	Pfam-B_96033
24193	Pfam-B_96070
24193	PI3_PI4_kinase
24194	Pfam-B_40425
24194	Pfam-B_48635
24194	UDG
24195	HMG_box
24197	Pfam-B_11335
24197	Pfam-B_18820
24197	TBP
24203	Pfam-B_15663
24203	Pfam-B_21601
24203	Pfam-B_21613
24203	Pfam-B_22452
24203	Pfam-B_2573
24203	Pfam-B_29249
24203	Pfam-B_4844
24205	Pfam-B_2045
24205	Pfam-B_9898
24205	WD40
24207	Adaptin_N
24207	Alpha_adaptinC2
24207	Pfam-B_10091
24207	Pfam-B_41368
24207	Pfam-B_6395
24208	Adaptin_N
24208	Pfam-B_16155
24208	Pfam-B_16338
24209	Adaptin_N
24209	Pfam-B_10091
24209	Pfam-B_29819
24206	Pfam-B_15663
24206	Pfam-B_21601
24206	Pfam-B_22452
24206	Pfam-B_2573
24206	Pfam-B_4844
24206	Pkinase
24210	Flavodoxin_2
24212	Pfam-B_25583
24212	Pfam-B_25585
24213	bZIP
24213	Jun
24214	BRCA2
24214	Pfam-B_1
24214	Pfam-B_10900
24214	Pfam-B_13255
24214	Pfam-B_13579
24214	Pfam-B_13896
24214	Pfam-B_14899
24214	Pfam-B_17554
24214	Pfam-B_4944
24214	Pfam-B_51001
24214	Pfam-B_7881
24214	Pfam-B_86762
24214	Pfam-B_87770
24214	Pfam-B_87837
24263	BRCT
24216	Pfam-B_102144
24216	Pfam-B_5050
24216	Pfam-B_9541
24216	XPG_I
24216	XPG_N
24217	Ribosomal_L7Ae
24218	Ribosomal_L7Ae
24258	Pfam-B_16810
24258	Pfam-B_29590
24258	PHD
24256	Pfam-B_16810
24256	PHD
24219	Ribosomal_L7Ae
24220	Hist_deacetyl
24221	Pkinase
24222	CDK5_activator
24266	Ank
24266	Pfam-B_1
24266	Pfam-B_50993
24266	Pfam-B_59937
24266	Pfam-B_91320
24266	Pfam-B_96508
24266	Pfam-B_99172
24266	SH3_1
24223	BTB
24223	bZIP
24223	Pfam-B_200
24223	Pfam-B_62270
24223	Pfam-B_84913
24259	BTB
24259	Pfam-B_10702
24259	Pfam-B_25037
24259	Pfam-B_4407
24228	E2F_TDP
24228	Pfam-B_100541
24228	Pfam-B_14790
24228	Pfam-B_19160
24228	Pfam-B_27666
24228	Pfam-B_3146
24228	Pfam-B_80754
24229	E2F_TDP
24229	Pfam-B_1340
24229	Pfam-B_18008
24229	Pfam-B_59335
24230	E2F_TDP
24230	Pfam-B_1340
24230	Pfam-B_14632
24230	Pfam-B_42456
24261	ubiquitin
24233	ATP-cone
24233	Ribonuc_red_lgC
24233	Ribonuc_red_lgN
24236	Menin
24237	Ank
24237	Death
24237	Pfam-B_27335
24237	Pfam-B_34738
24237	Pfam-B_63282
24237	Pfam-B_9775
24237	RHD
24237	TIG
24239	Ank
24239	Death
24239	Pfam-B_27335
24239	Pfam-B_9775
24239	RHD
24239	TIG
27577	Pfam-B_1
27577	Pfam-B_127
27577	Pfam-B_65496
27577	Pfam-B_75639
27577	Pfam-B_86945
27603	Coatomer_WDAD
27603	Pfam-B_22746
27603	WD40
27533	Ank
27533	Pfam-B_38988
27615	Pfam-B_13549
27615	Pfam-B_34649
27615	Pfam-B_6105
27615	Pfam-B_98193
27542	CH
27542	IQ
27542	Pfam-B_73587
27542	Pfam-B_7940
27542	Pfam-B_83217
27542	Pfam-B_83221
27542	Pfam-B_9103
27542	RasGAP
27542	RasGAP_C
27542	WW
27541	AKAP95
27541	Pfam-B_41234
27541	Pfam-B_41236
27551	DEAD
27551	Helicase_C
27551	Pfam-B_3843
27551	Pfam-B_9197
27582	Cys_rich_FGFR
27582	Pfam-B_15277
27582	Pfam-B_15535
27582	Pfam-B_99143
24252	GTF2I
24252	Pfam-B_12907
24252	Pfam-B_12908
24252	Pfam-B_22562
24252	Pfam-B_22594
24252	Pfam-B_40660
24252	Pfam-B_46478
24252	Pfam-B_8386
24252	Pfam-B_95794
27531	Pfam-B_22598
27531	Pfam-B_27786
27531	Pfam-B_27793
27531	RHD
27531	TIG
27592	Ribosomal_L7Ae
27547	Pfam-B_9523
27547	Pfam-B_9524
27547	Ribosomal_L6e
27547	Ribosomal_L6e_N
27574	Pfam-B_897
27574	Ribosomal_S15
24241	Pfam-B_3862
24241	Pfam-B_7431
24241	tRNA_anti
24242	Pfam-B_179
24242	Pfam-B_84724
24242	Pfam-B_84734
24265	HhH-GPD
24265	Pfam-B_105814
24265	Pfam-B_11519
24265	Pfam-B_13312
24265	Pfam-B_179
24265	Pfam-B_8707
24243	DNA_pol_B
24243	DNA_pol_B_exo
24243	Pfam-B_18249
24243	Pfam-B_26012
24243	Pfam-B_4085
24243	Pfam-B_4919
24244	Pfam-B_10337
24244	Pfam-B_127
24244	Pfam-B_25072
24244	Pfam-B_30536
24244	Pfam-B_75014
24244	Pfam-B_80336
24244	Pfam-B_81835
24246	LIM
24262	LIM_bind
24248	Band_7
24248	Pfam-B_1681
24249	Bromodomain
24249	Helicase_C
24249	HSA
24249	Pfam-B_14722
24249	Pfam-B_20395
24249	Pfam-B_29734
24249	Pfam-B_4274
24249	Pfam-B_48859
24249	Pfam-B_58596
24249	Pfam-B_6
24249	Pfam-B_637
24249	Pfam-B_6888
24249	SNF2_N
24249	TCH
24250	Pfam-B_17818
24250	Pfam-B_29177
24253	Hist_deacetyl
7566	Pex2_Pex12
7566	zf-C3HC4
7940	Pex2_Pex12
7940	Pfam-B_6352
25445	CoA_binding
25445	Ligase_CoA
25445	Pfam-B_11294
25445	Pfam-B_12850
25445	Pfam-B_22502
25445	Pfam-B_2799
25445	Pfam-B_3264
25445	Pfam-B_3466
25445	Pfam-B_4193
25445	Pfam-B_58966
25958	Acetyltransf_1
25958	Pfam-B_41684
24681	Guanylate_kin
24681	PDZ
24681	Pfam-B_11833
24681	Pfam-B_170
24681	Pfam-B_29061
24681	Pfam-B_3327
24681	Pfam-B_43363
24681	Pfam-B_52233
24681	Pfam-B_5918
24681	Pfam-B_77289
24681	Pfam-B_77882
24681	Pfam-B_93741
24681	Pfam-B_93754
24681	Pfam-B_97766
24681	SH3_1
26515	Homeobox
25384	BTB
25384	Kelch_1
25384	Pfam-B_187
25384	Pfam-B_226
24569	EGF
24569	EGF_CA
24569	Pfam-B_10706
24569	Pfam-B_30167
24569	VWC
24673	Pfam-B_22892
24673	Pfam-B_84828
24673	ShTK
24673	Tyrosinase
24676	Pfam-B_22892
24676	Pfam-B_84828
24676	ShTK
24676	Tyrosinase
24457	ADAM_spacer1
24457	Kunitz_BPTI
24457	Pfam-B_2539
24457	Pfam-B_6725
24457	Pfam-B_882
24457	TSP_1
26126	Pep_M12B_propep
26126	Pfam-B_20053
26126	Pfam-B_33973
26126	Pfam-B_50226
26126	Reprolysin
26126	TSP_1
27268	Pfam-B_107135
27268	Pfam-B_96161
27268	Pfam-B_96164
27268	Pfam-B_96168
27268	Pfam-B_96170
27268	Pfam-B_96186
27268	Pfam-B_96188
25084	EB
25084	Kunitz_BPTI
25084	Pfam-B_12979
25084	Pfam-B_15244
25084	Pfam-B_2099
25084	Pfam-B_21553
25084	Pfam-B_27285
25084	Pfam-B_29759
25084	Pfam-B_3253
25084	Pfam-B_66495
24907	ELO
24643	Aminotran_1_2
24643	Pfam-B_47098
24643	Pfam-B_52
27422	Pfam-B_46292
27422	SCP
26844	Pfam-B_20456
25911	Pfam-B_20456
25424	Pfam-B_3145
25424	Pfam-B_3273
25424	Pfam-B_65570
27051	Pfam-B_10100
27051	Pfam-B_73857
27010	EB
27010	Laminin_EGF
27010	Pfam-B_8629
24728	EGF
24728	EGF_CA
24728	GCC2_GCC3
24728	Pfam-B_10182
27016	Metallophos
25582	Pfam-B_17
25582	Pfam-B_37160
25582	Pfam-B_430
25582	Pfam-B_6
25582	Pfam-B_69570
25582	Pfam-B_84394
25582	RNA_pol_Rpb1_R
26186	CC
26186	Pfam-B_4625
26496	Porin_3
25839	Pfam-B_34461
24935	Actin
24494	PAN
24494	Pfam-B_20053
24494	TSP_1
26777	Pfam-B_17
27185	EB
27185	Kunitz_BPTI
27185	Pfam-B_12979
27185	Pfam-B_15244
27185	Pfam-B_2099
27185	Pfam-B_21553
27185	Pfam-B_27285
27185	Pfam-B_29759
27185	Pfam-B_3253
27185	Pfam-B_66495
27185	Pfam-B_71044
25429	Scramblase
27115	EGF
27115	EGF_CA
27115	Laminin_EGF
27115	Notch
27115	Pfam-B_18527
27115	Pfam-B_638
27115	Pfam-B_80
26908	CXCXC
26908	Furin-like
26908	Keratin_B2
26908	Pfam-B_908
26908	TIL
26908	TIL_assoc
25005	Dicty_CTDC
25005	Keratin_B2
25005	TIL
25005	TIL_assoc
26439	Ribosomal_S7e
27385	Pfam-B_107145
27385	Pfam-B_71684
26387	PDZ
26387	Pfam-B_19230
26387	Pfam-B_19706
25037	HATPase_c
25037	HSP90
26766	Pfam-B_54102
26766	Pfam-B_64355
26766	zf-C4
25673	ADH_zinc_N
26812	Neuralized
26812	Pfam-B_3968
26812	Pfam-B_46001
26812	Pfam-B_54950
26812	Pfam-B_60661
26812	Pfam-B_71735
26812	Pfam-B_75436
26812	zf-C3HC4
24562	Asp
24562	Pfam-B_37913
24562	Pfam-B_3858
24896	Asp
24896	Pfam-B_37913
26595	GTP_EFTU
26595	GTP_EFTU_D2
26595	GTP_EFTU_D3
25521	Pfam-B_23851
25521	Pfam-B_80963
25521	Troponin
24347	Pfam-B_13290
25971	Pfam-B_1021
25971	Pfam-B_10692
25971	Pfam-B_1075
25971	Pfam-B_13189
25971	Pfam-B_18534
25971	Pfam-B_18550
25971	Pfam-B_4332
25971	Pkinase
27342	Pfam-B_14362
27342	TPR
27192	Pfam-B_23851
27192	Pfam-B_69054
27192	Pfam-B_80963
27192	Troponin
25124	Pfam-B_23851
25124	Troponin
24684	Hexapep
24684	NTP_transferase
26517	Pfam-B_23851
26517	Pfam-B_69054
26517	Troponin
26592	Pfam-B_105590
26592	Pfam-B_13
26592	Pfam-B_18240
26592	Troponin
26974	5_3_exonuc
26974	Pfam-B_5050
26974	Pfam-B_9541
26974	XPG_I
26974	XPG_N
26630	MAM33
26824	Collagen
26824	Col_cuticle_N
24301	Pfam-B_67692
24301	Pfam-B_71
24301	Pfam-B_83705
26217	Ribosomal_S2
26130	Pfam-B_1
26130	Pfam-B_127
26130	Pfam-B_23867
26130	Pfam-B_35129
26130	Pfam-B_624
26130	Pfam-B_69284
26130	Pfam-B_80502
25843	BTB
25843	MATH
25843	Pfam-B_62011
26947	TSP_1
26973	Pfam-B_53225
27006	CBM_14
25660	Hormone_recep
25660	Pfam-B_40432
25660	zf-C4
26861	CoA_binding
26861	Ligase_CoA
26861	Pfam-B_11294
26861	Pfam-B_12850
26861	Pfam-B_22502
26861	Pfam-B_2799
26861	Pfam-B_3264
26861	Pfam-B_3466
26861	Pfam-B_4193
25596	PAZ
25596	Pfam-B_10290
25596	Pfam-B_2787
25596	Pfam-B_3998
25596	Pfam-B_58687
25596	Pfam-B_9428
25596	Piwi
25240	Pfam-B_87735
25240	PH
27058	Pfam-B_17541
27058	Pfam-B_44832
27058	Pfam-B_8568
27058	Pfam-B_8576
27058	zf-C2H2
26018	Pfam-B_396
26018	Ribosomal_60s
26018	Ribosomal_L10
26497	LIM
26497	PDZ
26497	Pfam-B_21728
26497	Pfam-B_54336
26497	Pfam-B_91925
26244	PDZ
27257	Metallophos
27257	Pfam-B_402
25069	Pfam-B_49619
26629	ANATO
26629	EGF_CA
26629	Pfam-B_29253
26629	Pfam-B_638
25326	Pfam-B_21930
27221	HR1
27221	Pfam-B_1
27221	Pfam-B_11575
27221	Pfam-B_127
27221	Pfam-B_22251
27221	Pfam-B_42229
27221	Pfam-B_62414
26153	EB
26153	Kunitz_BPTI
26153	Pfam-B_12979
26153	Pfam-B_15244
26153	Pfam-B_2099
26153	Pfam-B_21553
26153	Pfam-B_27285
26153	Pfam-B_29759
26153	Pfam-B_3253
26153	Pfam-B_66495
25625	Pfam-B_14096
25625	Pfam-B_17923
25625	Pfam-B_68378
25625	Pfam-B_70829
25539	Gamma-BBH
25731	BTB
25731	Pfam-B_11377
25731	zf-C2H2
26616	Peptidase_C1
26616	Pfam-B_19
25462	Pfam-B_21257
25462	Pfam-B_29095
25462	Pfam-B_40724
27370	Pfam-B_10
27370	Pfam-B_5927
27370	Pfam-B_7740
27370	Pfam-B_83683
27309	Pfam-B_15813
27309	Pfam-B_40497
27309	Pfam-B_79282
27309	PH
27309	RhoGEF
24949	Lectin_C
24949	Ras
26385	Mito_carr
27249	Pfam-B_974
27249	Sina
24408	ZZ
26104	PHD
24732	K_tetra
24732	Pfam-B_4425
24732	Pfam-B_69952
26242	Pfam-B_19447
27301	Cadherin
27301	Pfam-B_7355
27301	Pfam-B_90411
27301	Pfam-B_90413
27301	Pfam-B_90441
24486	DnaJ
24486	Pfam-B_17171
24486	Pfam-B_29878
25114	Pfam-B_85
25114	Tubulin
25114	Tubulin_C
25287	PTPS
25016	dTDP_sugar_isom
25477	Pkinase
25346	Mt_ATP-synt_B
25346	Pfam-B_65167
26467	Peptidase_S10
25926	INCENP_ARK-bind
25926	Pfam-B_13
25926	Pfam-B_21900
24438	Pyrophosphatase
26405	Hormone_recep
26405	Pfam-B_3600
26405	zf-C4
26609	Pfam-B_2930
26609	Pfam-B_30855
26609	Pfam-B_6647
26609	Pfam-B_75121
26609	tRNA_anti
24862	Pfam-B_19877
24862	Zona_pellucida
27114	DUF316
27114	Pfam-B_59601
25770	Gal-bind_lectin
25770	Pfam-B_29765
25649	Pfam-B_93772
27467	Ribosomal_L15e
26332	Fibrillarin
27125	Myosin_tail_1
27125	Pfam-B_1
27125	Pfam-B_127
27125	Pfam-B_13
27125	Pfam-B_42649
27125	Pfam-B_44558
27125	Pfam-B_59386
27125	Pfam-B_624
27125	Pfam-B_70474
27125	Pfam-B_70490
27125	Pfam-B_73002
27125	Pfam-B_73122
27125	Pfam-B_75736
27125	Pfam-B_85062
27125	Pfam-B_85073
27125	Pfam-B_85074
27125	Pfam-B_87873
27125	Pfam-B_87908
27125	Pfam-B_88147
27125	Pfam-B_88768
26391	THAP
26892	Pkinase
26100	Mov34
26100	Pfam-B_4374
27492	HLH
27492	PAS
27492	Pfam-B_1041
27492	Pfam-B_45311
27492	Pfam-B_63744
27097	Pfam-B_16120
27097	Pkinase
25877	Pfam-B_40090
25877	Pkinase
25877	Pkinase_C
24944	Pfam-B_19850
24944	Pfam-B_51781
24944	Pfam-B_9309
25524	Hormone_recep
25524	zf-C4
27400	Peptidase_C1
27400	Pfam-B_19
27400	Pfam-B_95855
25054	Acyl-CoA_dh
25054	Acyl-CoA_dh_M
25054	Acyl-CoA_dh_N
26904	Pfam-B_5293
26904	Pfam-B_73892
26904	Pfam-B_93946
26904	Ran_BP1
26904	zf-RanBP
26521	Pfam-B_13918
26521	Pfam-B_2111
26521	Pfam-B_2251
26521	TPR
25298	Pfam-B_49389
24454	Pfam-B_6839
24454	Tim44
25891	Pfam-B_30053
25891	ZZ
26557	Glycogen_syn
25552	CH
25552	EB1
25552	Pfam-B_89572
25583	Ground-like
24509	EGF
24509	TIL
26846	Pfam-B_2910
26846	Ribosomal_L4
24532	COesterase
24731	PID
26036	V-SNARE
26183	Pfam-B_21986
24841	EF1G
24841	GST_C
24841	GST_N
24841	Pfam-B_21928
24841	Pfam-B_2281
25166	Pfam-B_1315
25166	SNARE
25166	Syntaxin
25058	Hormone_recep
25058	Pfam-B_46541
25058	zf-C4
26472	Helicase_C
26472	Pfam-B_6
26472	Pfam-B_8286
26472	SNF2_N
26863	Kinesin
26863	Pfam-B_1
26863	Pfam-B_13118
26863	Pfam-B_37910
26863	Pfam-B_50766
26863	Pfam-B_60889
26863	Pfam-B_8364
25426	IBR
25426	Pfam-B_1212
25426	Pfam-B_12353
25426	Pfam-B_1390
25426	Pfam-B_14852
25426	Pfam-B_1742
25426	Pfam-B_24849
25426	Pfam-B_3860
25426	Pfam-B_3878
25426	Pfam-B_84415
27176	MAP1_LC3
26172	ubiquitin
24996	Pfam-B_13431
24996	Pfam-B_27497
26254	CARD
26254	Pfam-B_1
26254	Pfam-B_95
26254	zf-C3HC4
25196	Filamin
24510	AIRC
24510	SAICAR_synt
25406	NOT2_3_5
25406	Pfam-B_41906
25406	Pfam-B_42445
25406	Pfam-B_85060
26723	Ank
26723	Death
26723	Pfam-B_11099
26723	Pfam-B_11100
26723	Pfam-B_11838
26723	Pfam-B_1641
26723	Pfam-B_18214
26723	Pfam-B_19273
26723	Pfam-B_2275
26723	Pfam-B_2512
26723	Pfam-B_34481
26723	Pfam-B_48464
26723	ZU5
26907	Pfam-B_25166
26907	Pkinase
27355	Pfam-B_38440
25828	Pfam-B_17573
27162	Pfam-B_58111
27162	zf-C2H2
25595	Pfam-B_1
25595	Pfam-B_127
25595	Pfam-B_13
25595	Pfam-B_33847
25595	Pfam-B_42800
25595	Pfam-B_55905
25595	Pfam-B_89008
26923	Pfam-B_53783
26049	adh_short
25146	Pfam-B_100162
25146	Pfam-B_30383
25146	Pfam-B_3333
25146	Pfam-B_40228
25146	Pfam-B_42986
25146	Pfam-B_53541
25146	Pfam-B_907
25146	UBA
25146	ubiquitin
24561	ABC_tran
24561	Pfam-B_1048
24561	Pfam-B_25617
24561	Pfam-B_263
25316	BTB
26882	HSP70
24724	TIL
27390	Pfam-B_1
27390	Pfam-B_12638
27390	Pfam-B_127
27390	Pfam-B_624
27390	Pfam-B_87770
27390	Pfam-B_87837
26345	ATP-grasp
26345	Ligase_CoA
25739	K_tetra
25841	Spt4
24727	Pfam-B_1
24727	Pfam-B_42829
24727	Pfam-B_42967
24727	Pfam-B_86762
24727	Pfam-B_87770
24727	Pfam-B_87837
24727	Pfam-B_93937
26445	Pfam-B_30368
27410	IBR
27410	Pfam-B_1212
27410	Pfam-B_12353
27410	Pfam-B_3460
27410	Pfam-B_3860
27410	Pfam-B_4209
27410	Pfam-B_49481
27410	Pfam-B_5576
27410	Pfam-B_5607
27410	Pfam-B_7170
25405	Pfam-B_1
25405	Pfam-B_127
24479	RRM_1
24479	zf-C2H2
26754	DUF829
25028	Ground-like
27334	DUF750
27334	Pfam-B_2023
26667	Collagen
26667	Col_cuticle_N
26667	Pfam-B_1260
25910	Helicase_C
25910	HSA
25910	Pfam-B_101901
25910	Pfam-B_10905
25910	Pfam-B_60303
25910	Pfam-B_77608
25910	SNF2_N
24849	FLYWCH
24849	Pfam-B_82998
25467	Ribosomal_L18e
26081	Pfam-B_104711
26081	Pfam-B_3528
26081	RNA_pol_Rpb1_1
26081	RNA_pol_Rpb1_2
26081	RNA_pol_Rpb1_3
26081	RNA_pol_Rpb1_4
26081	RNA_pol_Rpb1_5
25720	GLTT
25357	Pfam-B_30368
25758	C2
25758	HECT
25758	Pfam-B_101028
25758	Pfam-B_80632
25758	Pfam-B_81510
25758	WW
25978	Filamin
25978	NHL
25978	Pfam-B_18970
25978	Pfam-B_20679
25978	Pfam-B_62051
25978	Pfam-B_76013
25978	zf-B_box
24855	Pfam-B_17328
24855	Pfam-B_7373
24855	ZZ
25050	Sec1
27086	PfkB
24528	Arf
25530	G-patch
25530	Pfam-B_22018
25530	Pfam-B_26476
25530	Pfam-B_88172
27393	Pfam-B_1363
27393	Pfam-B_13770
27393	Pfam-B_13771
27393	Synaptobrevin
25541	Ribosomal_S21e
26647	Pfam-B_20394
26647	Pfam-B_20398
26647	Pfam-B_21538
27121	Hormone_recep
27121	Pfam-B_46541
27121	Pfam-B_8723
27121	Pfam-B_90225
27121	zf-C4
24378	Pro_isomerase
27083	MFS_1
27083	Pfam-B_12516
27083	Pfam-B_62306
25378	Pfam-B_64873
25378	Pfam-B_7311
25378	Pfam-B_7691
25378	zf-C2H2
25487	Oxysterol_BP
25487	Pfam-B_15258
25487	Pfam-B_17225
25487	Pfam-B_96929
25487	PH
25937	Bromodomain
25937	Pfam-B_39791
25937	Pfam-B_49948
25937	PHD
26178	CSD
26178	Pfam-B_100799
25258	Pfam-B_20608
25258	Pfam-B_28787
25258	Pfam-B_28801
25258	TPR
26697	Pfam-B_49115
25531	LIM
24889	PDZ
24889	PID
25870	Pfam-B_34448
25870	Pfam-B_4963
25870	Pfam-B_5065
25870	WD40
24607	Pfam-B_2295
24607	Pfam-B_2398
24607	Pfam-B_27823
24607	SET
24607	zf-MYND
25422	DUF783
26668	Pfam-B_1
26668	Pfam-B_127
26668	Pfam-B_13642
26668	Pfam-B_15208
26668	Pfam-B_35129
26668	Pfam-B_80502
24885	Exo_endo_phos
27116	TSC22
25333	DUF976
25333	Pfam-B_18319
25464	Pfam-B_13472
25464	Pfam-B_4410
25464	Pfam-B_7886
25464	Spermine_synth
25023	7tm_4
25711	PHK_AB
26233	Pfam-B_31359
26233	RRM_1
25337	Pfam-B_25969
24550	Lipase_2
26955	Pfam-B_41665
26150	Collagen
26150	Col_cuticle_N
26150	Pfam-B_1260
27350	Pfam-B_56900
26436	Pfam-B_36751
25556	Pfam-B_45140
24286	Pfam-B_15063
24286	Pfam-B_25260
26342	DUF738
24816	DCX
24816	Pfam-B_5995
24816	Pfam-B_5997
26909	Pfam-B_21402
26683	Myb_DNA-binding
26683	Pfam-B_10117
26683	Pfam-B_16279
26683	Pfam-B_21666
26683	Pfam-B_33192
26683	Pfam-B_4840
26683	Pfam-B_92137
26683	SWIRM
25685	Ctr
25033	Ins_beta
25616	Pfam-B_1225
25616	PP2C
25220	DUF292
26145	C2
26145	Copine
26145	Pfam-B_11189
26145	Pfam-B_12451
26145	Pfam-B_1487
26093	Pfam-B_12025
26093	Pfam-B_16718
26093	Pfam-B_20336
26093	Pfam-B_32228
24423	Pfam-B_22423
